Order_ID,Order_Date,Product_ID,Product_Name,Category,Sub_Category,Brand,Customer_ID,Customer_City,Customer_State,Payment_Method,Order_Status,Quantity,Unit_Price,Discount_Percentage,Final_Price,Revenue,Profit,Shipping_Cost,Delivery_Time_Days,Return_Status,Customer_Rating,Seller_Name,Festival_Season,Platform_Device
OD1998214395,22-10-2025,P889970,Plum Nail MG97,Beauty,Nail Care,Plum,C0958974,Aligarh,Uttar Pradesh,UPI,Returned,2,908.98,34.1,599.02,1198.04,447.59,26.53,3,Yes,1,BestBuy India,Diwali Sale,App
OD1390268250,27-08-2023,P012083,Urban Ladder Beds MR21,Furniture,Beds,Urban Ladder,C4487840,Allahabad,Uttar Pradesh,Cash on Delivery,Delivered,1,36446.01,10.3,32692.07,32692.07,6700.97,295.59,6,No,4,EcomGuru Sellers,Weekend Sale,App
OD9076781259,11-01-2023,P119543,Bajaj Cookware SR54,Home & Kitchen,Cookware,Bajaj,C5458903,Meerut,Uttar Pradesh,UPI,Delivered,2,5301.95,15.8,4464.24,8928.48,1676.26,80.64,6,No,4,PrimeDeals India,Regular,App
OD2421198965,11-04-2023,P357998,Mamaearth Skincare BA83,Beauty,Skincare,Mamaearth,C1108520,Pune,Maharashtra,Credit Card,Delivered,1,1532.91,8.9,1396.48,1396.48,442.92,15.59,3,No,4,QuickMart Pvt Ltd,Regular,App
OD8428277120,22-10-2023,P505216,Vector X Cycling NT37,Sports,Cycling,Vector X,C7419689,Vijayawada,Andhra Pradesh,EMI,Returned,3,17490.86,59,7171.25,21513.75,6162.56,65.52,7,Yes,5,IndiaShop Direct,Diwali Sale,App
OD3465022112,15-02-2023,P633676,LG Laptops MM47,Electronics,Laptops,LG,C0355108,Kolkata,West Bengal,Debit Card,Delivered,2,63350,10.7,56571.55,113143.1,15478.4,89.12,4,No,5,QuickMart Pvt Ltd,Valentine's Week,App
OD0335841014,13-09-2024,P343963,Westland Fiction RE98,Books,Fiction,Westland,C0131432,Faridabad,Haryana,Credit Card,Delivered,2,340,18.8,276.08,552.16,198.89,13.83,7,No,3,PrimeDeals India,Regular,App
OD4722376359,16-01-2024,P633992,Cello Kitchen GK13,Home & Kitchen,Kitchen Appliances,Cello,C8441797,Kota,Rajasthan,Cash on Delivery,Delivered,1,1933.63,14.1,1660.99,1660.99,252.66,36.97,3,No,2,QuickMart Pvt Ltd,Regular,App
OD0113437030,13-09-2023,P744218,HUL Personal BO30,Grocery,Personal Care,HUL,C9776296,Dhanbad,Jharkhand,Cash on Delivery,Delivered,1,74.9,12.4,65.61,65.61,7.91,67.52,5,No,5,BestBuy India,Regular,App
OD3445740637,11-05-2025,P635897,Britannia Health GE32,Grocery,Health Foods,Britannia,C3441685,Surat,Gujarat,Net Banking,Delivered,1,1009.84,20.5,802.82,802.82,62.84,20.5,3,No,1,RetailNet India,Weekend Sale,App
OD1038388002,05-10-2023,P402277,Godrej Personal UN56,Grocery,Personal Care,Godrej,C2592840,Bareilly,Uttar Pradesh,Credit Card,Delivered,1,938.63,38.4,578.2,578.2,100.32,13.39,7,No,4,HomeEssentials India,Big Billion Days,App
OD1381425467,04-03-2025,P751361,Durian Shelves RV11,Furniture,Shelves,Durian,C1793185,Vijayawada,Andhra Pradesh,UPI,Delivered,1,45170,2,44266.6,44266.6,16369.66,201.38,4,No,2,RetailNet India,Regular,App
OD1743993645,03-03-2024,P429087,Prestige Bedding IU76,Home & Kitchen,Bedding,Prestige,C1195704,Srinagar,J&K,Cash on Delivery,Processing,2,9717.85,16.2,8143.56,16287.12,4548.65,61.02,2,No,,BharatSellers,Weekend Sale,App
OD2744350422,24-09-2024,P694605,Lakme Men's PX79,Beauty,Men's Grooming,Lakme,C9624252,Kolkata,West Bengal,Credit Card,Delivered,1,1160,4,1113.6,1113.6,607.12,18.6,5,No,5,ValueMart Sellers,Regular,App
OD3499201567,01-11-2025,P007453,H&M Accessories EC89,Fashion,Accessories,H&M,C3212266,Ludhiana,Punjab,UPI,Delivered,1,990,33.4,659.34,659.34,158.94,13.49,7,No,3,ValueMart Sellers,Diwali Sale,App
OD8109118580,21-02-2023,P600436,Prestige Furniture IM75,Home & Kitchen,Furniture Accessories,Prestige,C4001421,Aligarh,Uttar Pradesh,EMI,Delivered,1,5911.22,1.6,5816.64,5816.64,988.05,40.26,4,No,4,BharatSellers,Regular,Desktop
OD9489741854,09-09-2024,P198720,Samsung TV VV78,Electronics,TV & Monitors,Samsung,C7229030,Howrah,West Bengal,UPI,Delivered,1,87440,6.1,82106.16,82106.16,11278.42,36.27,4,No,2,HomeEssentials India,Regular,App
OD6858470385,14-09-2025,P083963,VLCC Fragrances LO80,Beauty,Fragrances,VLCC,C4002836,Mysuru,Karnataka,Net Banking,Delivered,3,1570,11.3,1392.59,4177.77,2260.83,39.62,6,No,3,RetailNet India,Weekend Sale,App
OD6744584710,11-11-2024,P346652,Tata Baby KN99,Grocery,Baby Care,Tata,C4544402,Ranchi,Jharkhand,Flipkart Pay Later,Cancelled,2,990,18.5,806.85,1613.7,209.05,15.6,2,No,,MegaStore Online,Regular,App
OD3775156083,08-12-2023,P603722,Lakme Makeup RW84,Beauty,Makeup,Lakme,C8202878,Agra,Uttar Pradesh,Cash on Delivery,Delivered,1,190,19.1,153.71,153.71,55.36,82.59,4,No,2,PrimeDeals India,Regular,App
OD8311713471,29-04-2024,P792854,Bajaj Furniture TG41,Home & Kitchen,Furniture Accessories,Bajaj,C3121451,Kolkata,West Bengal,UPI,Delivered,3,9472.13,18.8,7691.37,23074.11,5505.83,62.91,7,No,2,DigitalBazaar,Regular,App
OD4370696263,21-02-2025,P574120,SG Fitness QR69,Sports,Fitness Equipment,SG,C4189533,Vadodara,Gujarat,Cash on Delivery,Delivered,1,1505.42,8.6,1375.95,1375.95,517.56,43.51,3,No,5,TrendSetters Online,Regular,Mobile Web
OD6974988725,09-10-2025,P391974,Sony Headphones MS58,Electronics,Headphones,Sony,C5802324,Nagpur,Maharashtra,UPI,Delivered,3,99790,12.6,87216.46,261649.38,35712.2,76.6,3,No,3,Shopify Traders,Regular,Mobile Web
OD8345576815,28-02-2023,P496696,Sony Smartphones XY59,Electronics,Smartphones,Sony,C0411979,Kanpur,Uttar Pradesh,Cash on Delivery,Delivered,1,39375.11,17.5,32484.47,32484.47,5050.04,76.7,5,No,4,HomeEssentials India,Regular,App
OD7741818434,08-04-2023,P558653,Adidas Footwear UR20,Fashion,Footwear,Adidas,C0674518,Vijayawada,Andhra Pradesh,Flipkart Pay Later,Delivered,1,5802.38,8.9,5285.97,5285.97,1868.31,17.36,6,No,3,EcomGuru Sellers,Weekend Sale,App
OD2714439830,28-01-2024,P750464,Pepperfry Chairs XW72,Furniture,Chairs,Pepperfry,C1869841,Amritsar,Punjab,Cash on Delivery,Delivered,1,91772.22,18.6,74702.59,74702.59,21635.78,101.47,3,No,5,FashionHub Pro,Weekend Sale,App
OD2061962999,26-10-2023,P756225,Spalding Badminton CQ87,Sports,Badminton,Spalding,C5489283,Raipur,Chhattisgarh,UPI,Delivered,1,3171.78,47.3,1671.53,1671.53,247.93,69.56,5,No,4,MegaStore Online,Diwali Sale,App
OD7865110901,20-11-2023,P965040,Zara Men's RI83,Fashion,Men's Clothing,Zara,C1406033,Aligarh,Uttar Pradesh,Cash on Delivery,Delivered,2,4083.48,16.1,3426.04,6852.08,3184.01,30.55,7,No,3,TechZone Sellers,Regular,App
OD7323861776,21-10-2023,P580067,ITC Snacks WT86,Grocery,Snacks,ITC,C1473131,Dhanbad,Jharkhand,Credit Card,Processing,2,1470,29.6,1034.88,2069.76,334.95,27.69,5,No,,DigitalBazaar,Diwali Sale,App
OD7013691903,02-10-2023,P297184,Godrej Interio Wardrobes WA36,Furniture,Wardrobes,Godrej Interio,C5319688,Chandigarh,Punjab,Credit Card,Delivered,1,61990,37,39053.7,39053.7,14235.85,279.39,2,No,4,HomeEssentials India,Big Billion Days,Mobile Web
OD7985698005,09-07-2023,P519554,Hometown Chairs WL91,Furniture,Chairs,Hometown,C7891520,Patna,Bihar,UPI,Delivered,1,60670,24.1,46048.53,46048.53,15249.18,269.88,5,No,3,ValueMart Sellers,Weekend Sale,App
OD9479469719,01-11-2025,P992916,Cosco Badminton UP26,Sports,Badminton,Cosco,C3578428,Faridabad,Haryana,UPI,Delivered,1,30186.79,48.8,15455.64,15455.64,2700.43,49.89,7,No,4,EcomGuru Sellers,Diwali Sale,App
OD2810956426,29-07-2023,P792854,Bajaj Furniture TG41,Home & Kitchen,Furniture Accessories,Bajaj,C0032440,Nagpur,Maharashtra,Cash on Delivery,Delivered,1,10340.24,24.3,7827.56,7827.56,1172.88,74.21,7,No,5,EcomGuru Sellers,Weekend Sale,Desktop
OD4343650535,05-10-2023,P163715,Maybelline Men's VH36,Beauty,Men's Grooming,Maybelline,C4429765,Aligarh,Uttar Pradesh,EMI,Cancelled,4,2500,46.6,1335,5340,2353.67,29.54,4,No,,ValueMart Sellers,Big Billion Days,Mobile Web
OD3742261763,02-11-2023,P766906,Arihant Fiction RN47,Books,Fiction,Arihant,C6229790,Aurangabad,Maharashtra,UPI,Delivered,2,1275.72,47.6,668.48,1336.96,277.58,22.51,4,No,4,FashionHub Pro,Diwali Sale,Desktop
OD1258790878,01-11-2025,P779291,Lakme Nail CV45,Beauty,Nail Care,Lakme,C0281991,Coimbatore,Tamil Nadu,Cash on Delivery,Delivered,1,3266.43,29.6,2299.57,2299.57,1070.56,24.5,4,No,2,PrimeDeals India,Diwali Sale,App
OD5353421817,18-05-2025,P942593,Wakefit Sofas RE74,Furniture,Sofas,Wakefit,C5844726,Delhi,Delhi,UPI,Cancelled,3,17933.59,24.8,13486.06,40458.18,12689.27,165.9,1,No,,RetailNet India,Weekend Sale,App
OD2922961452,04-07-2025,P292033,Urban Ladder Beds CB29,Furniture,Beds,Urban Ladder,C2090771,Mysuru,Karnataka,Cash on Delivery,Delivered,2,74200,1.3,73235.4,146470.8,64354.97,300.71,5,No,4,DigitalBazaar,Regular,App
OD8152808303,27-05-2023,P502213,Plum Men's IR42,Beauty,Men's Grooming,Plum,C5555823,Guwahati,Assam,Cash on Delivery,Delivered,1,3574.44,12.7,3120.49,3120.49,1060.84,18.83,10,No,5,ValueMart Sellers,Weekend Sale,Mobile Web
OD4739168898,24-08-2025,P120274,Durian Sofas YB55,Furniture,Sofas,Durian,C4212691,Jabalpur,Madhya Pradesh,Cash on Delivery,Delivered,1,63502.33,9.4,57533.11,57533.11,20878.73,151.6,8,No,5,IndiaShop Direct,Weekend Sale,App
OD2758910278,13-05-2024,P007453,H&M Accessories EC89,Fashion,Accessories,H&M,C2005180,Aurangabad,Maharashtra,UPI,Delivered,3,990,14.4,847.44,2542.32,942.8,35.39,6,No,3,TechZone Sellers,Regular,App
OD2463330879,18-11-2023,P429951,Decathlon Swimming XL98,Sports,Swimming,Decathlon,C8742793,Amritsar,Punjab,Debit Card,Cancelled,1,17090,14.2,14663.22,14663.22,3328.84,65.55,7,No,,FashionHub Pro,Weekend Sale,Mobile Web
OD9719568473,02-11-2024,P749895,IKEA Wardrobes QN86,Furniture,Wardrobes,IKEA,C4986859,Delhi,Delhi,Debit Card,Delivered,2,55897.85,51.3,27222.25,54444.5,13565.56,434.28,3,No,4,BestBuy India,Diwali Sale,App
OD8962657923,11-08-2025,P484034,ITC Health UG79,Grocery,Health Foods,ITC,C3461636,Faridabad,Haryana,Cash on Delivery,Cancelled,3,980,13.4,848.68,2546.04,237.39,16.96,3,No,,QuickMart Pvt Ltd,Regular,App
OD1195493952,19-06-2025,P009125,Scholastic Fiction JY99,Books,Fiction,Scholastic,C1162224,Solapur,Maharashtra,Cash on Delivery,Delivered,1,640,17.3,529.28,529.28,145.54,13.23,4,No,3,IndiaShop Direct,Regular,Desktop
OD6564590821,08-10-2025,P122032,Rupa Non-Fiction IS47,Books,Non-Fiction,Rupa,C1431561,Raipur,Chhattisgarh,UPI,Delivered,2,850,14.7,725.05,1450.1,281.04,18.95,4,No,5,EcomGuru Sellers,Regular,App
OD1214460671,30-10-2025,P141043,Prestige Bedding LF88,Home & Kitchen,Bedding,Prestige,C3176235,Gwalior,Madhya Pradesh,Credit Card,Delivered,1,18423.64,32,12528.08,12528.08,3739.6,68.62,4,No,4,HomeEssentials India,Diwali Sale,App
OD5856093371,29-10-2023,P368539,Solimo Furniture JW72,Home & Kitchen,Furniture Accessories,Solimo,C9788740,Ludhiana,Punjab,EMI,Delivered,3,15111.75,34.2,9943.53,29830.59,8833.42,59.37,4,No,4,Shopify Traders,Diwali Sale,App
OD5544304744,01-06-2024,P125292,Mamaearth Men's FS50,Beauty,Men's Grooming,Mamaearth,C0320937,Jaipur,Rajasthan,Cash on Delivery,Delivered,1,1800,14.8,1533.6,1533.6,766.41,27.64,6,No,4,HomeEssentials India,Weekend Sale,App
OD4136294727,18-01-2023,P720922,Nirlep Kitchen IM97,Home & Kitchen,Kitchen Appliances,Nirlep,C4832256,Solapur,Maharashtra,Cash on Delivery,Delivered,2,2673.39,3.3,2585.17,5170.34,1140.27,44.51,5,No,3,FashionHub Pro,Regular,Mobile Web
OD7614172130,04-10-2025,P814949,Pigeon Cookware VG18,Home & Kitchen,Cookware,Pigeon,C5038079,Madurai,Tamil Nadu,Credit Card,Delivered,2,20158.66,38.6,12377.42,24754.84,6478.99,50,2,No,4,MegaStore Online,Big Billion Days,App
OD1699339220,12-08-2023,P218075,Pepperfry Shelves VR68,Furniture,Shelves,Pepperfry,C4189930,Ranchi,Jharkhand,Flipkart Pay Later,Delivered,2,3556.63,42,2062.85,4125.7,761.82,447.16,3,No,5,TechZone Sellers,Independence Day Sale,App
OD4422445977,23-09-2025,P878394,Biba Footwear YN20,Fashion,Footwear,Biba,C7119373,Pune,Maharashtra,EMI,Delivered,1,4130,17.8,3394.86,3394.86,1697.4,20.59,2,No,5,RetailNet India,Regular,App
OD4817731162,04-02-2024,P766906,Arihant Fiction RN47,Books,Fiction,Arihant,C1496755,Jodhpur,Rajasthan,Debit Card,Delivered,1,1329.88,16.2,1114.44,1114.44,317.33,9.7,2,No,3,PrimeDeals India,Weekend Sale,App
OD4646044978,24-03-2024,P047729,Nirlep Furniture AA71,Home & Kitchen,Furniture Accessories,Nirlep,C5439257,Gwalior,Madhya Pradesh,Cash on Delivery,Delivered,1,14490,28,10432.8,10432.8,3018.88,42.63,2,No,3,TechZone Sellers,Holi Sale,Desktop
OD7791343342,24-02-2023,P717513,Xiaomi Laptops AW42,Electronics,Laptops,Xiaomi,C4362841,Mumbai,Maharashtra,UPI,Delivered,1,78760,5.1,74743.24,74743.24,11639.35,32.61,5,No,1,FashionHub Pro,Regular,Mobile Web
OD7445762746,31-01-2024,P142403,Xiaomi Smartphones GU68,Electronics,Smartphones,Xiaomi,C9825347,Kolkata,West Bengal,Net Banking,Returned,5,118270,16.5,98755.45,493777.25,53187.5,144.72,3,Yes,3,HomeEssentials India,Regular,App
OD8212659332,06-10-2025,P919366,Samsung Headphones WZ36,Electronics,Headphones,Samsung,C5899479,Patna,Bihar,Debit Card,Delivered,5,96585.81,45.9,52252.92,261264.6,35399.52,159.8,7,No,4,RetailNet India,Big Billion Days,App
OD8600085901,03-02-2023,P308494,Sleepwell Shelves WA27,Furniture,Shelves,Sleepwell,C2033898,Guwahati,Assam,Flipkart Pay Later,Processing,1,36780,11.6,32513.52,32513.52,6351.13,140.22,8,No,,ValueMart Sellers,Regular,App
OD0608427949,11-05-2024,P890254,OnePlus Laptops QU58,Electronics,Laptops,OnePlus,C2365530,Meerut,Uttar Pradesh,Cash on Delivery,Delivered,1,90179.75,9.6,81522.49,81522.49,6886.95,61.73,4,No,5,IndiaShop Direct,Weekend Sale,App
OD6260522129,13-02-2023,P816858,Li-Ning Badminton IT80,Sports,Badminton,Li-Ning,C1809956,Jabalpur,Madhya Pradesh,UPI,Delivered,1,16570,28.5,11847.55,11847.55,3989.33,41.36,3,No,3,Shopify Traders,Valentine's Week,Mobile Web
OD1783068766,26-03-2024,P786746,Reebok Swimming FK53,Sports,Swimming,Reebok,C0155053,Ludhiana,Punjab,Net Banking,Delivered,1,5100,5.3,4829.7,4829.7,1579.41,49.38,4,No,5,HomeEssentials India,Regular,App
OD8983072743,02-09-2023,P692497,Urban Ladder Shelves EB17,Furniture,Shelves,Urban Ladder,C3812087,Meerut,Uttar Pradesh,Net Banking,Delivered,2,31347.04,13.8,27021.15,54042.3,22240.59,377.8,3,No,2,IndiaShop Direct,Weekend Sale,App
OD5523792241,04-11-2023,P941179,HomeBox Décor FU15,Home & Kitchen,Décor,HomeBox,C4239761,Nashik,Maharashtra,Cash on Delivery,Delivered,3,1120,47.9,583.52,1750.56,435.68,83.86,6,No,4,IndiaShop Direct,Diwali Sale,App
OD0945597820,04-10-2025,P999288,Biotique Haircare BT38,Beauty,Haircare,Biotique,C3763484,Meerut,Uttar Pradesh,Cash on Delivery,Delivered,1,2860,50.9,1404.26,1404.26,514.11,22.31,10,No,4,TechZone Sellers,Big Billion Days,App
OD3382089740,20-06-2024,P173961,Van Heusen Ethnic GE29,Fashion,Ethnic Wear,Van Heusen,C2721756,Thane,Maharashtra,Cash on Delivery,Delivered,1,1090,16.1,914.51,914.51,283.84,33.33,6,No,5,PrimeDeals India,Regular,App
OD5318779767,03-12-2023,P604305,Libas Women's CG14,Fashion,Women's Clothing,Libas,C5137890,Agra,Uttar Pradesh,Cash on Delivery,Returned,1,6226.78,13.8,5367.48,5367.48,1445.97,15.16,10,Yes,1,RetailNet India,Weekend Sale,App
OD4010288970,13-11-2024,P739888,Scholastic Fiction UC14,Books,Fiction,Scholastic,C2764125,Chennai,Tamil Nadu,Cash on Delivery,Delivered,4,575.92,15.8,484.92,1939.68,391.95,19.82,8,No,4,MegaStore Online,Regular,App
OD8956691433,25-07-2023,P575166,IKEA Wardrobes DR14,Furniture,Wardrobes,IKEA,C7506061,Hubballi,Karnataka,UPI,Delivered,2,75066.9,4.9,71388.62,142777.24,34413.3,309.58,6,No,5,BharatSellers,Regular,Mobile Web
OD6295723264,12-11-2023,P984572,HUL Baby LS48,Grocery,Baby Care,HUL,C4878008,Surat,Gujarat,Net Banking,Cancelled,3,1420.78,7.4,1315.64,3946.92,484.62,23.69,3,No,,BestBuy India,Weekend Sale,App
OD2418446741,20-10-2024,P562626,Van Heusen Women's FV65,Fashion,Women's Clothing,Van Heusen,C9840769,Agra,Uttar Pradesh,Debit Card,Delivered,1,8981,59.2,3664.25,3664.25,1385.76,27.56,5,No,1,Shopify Traders,Diwali Sale,App
OD9065244286,29-10-2023,P322343,Penguin Self-Help BB51,Books,Self-Help,Penguin,C1777376,Pune,Maharashtra,Cash on Delivery,Delivered,1,187.38,46.4,100.44,100.44,19.05,30.38,7,No,1,MegaStore Online,Diwali Sale,Mobile Web
OD4772772664,19-02-2025,P760321,VLCC Haircare AY86,Beauty,Haircare,VLCC,C0320429,Aligarh,Uttar Pradesh,Cash on Delivery,Delivered,1,1310,11.9,1154.11,1154.11,340.3,14.12,3,No,4,IndiaShop Direct,Regular,App
OD1045145082,29-08-2024,P856079,ITC Snacks KT25,Grocery,Snacks,ITC,C3939011,Solapur,Maharashtra,Cash on Delivery,Delivered,1,1131.3,1.6,1113.2,1113.2,174.01,21.25,3,No,5,DigitalBazaar,Regular,App
OD0878403921,09-06-2025,P513944,HomeBox Bedding LI10,Home & Kitchen,Bedding,HomeBox,C8268475,Aurangabad,Maharashtra,EMI,Delivered,1,2787.13,13.1,2422.02,2422.02,340.69,19.14,7,No,3,HomeEssentials India,Regular,App
OD4124632576,10-11-2025,P281084,Nilkamal Study HF63,Furniture,Study Tables,Nilkamal,C8680830,Pune,Maharashtra,Net Banking,Cancelled,2,61644.45,8.9,56158.09,112316.18,45560.75,225.04,2,No,,HomeEssentials India,Regular,App
OD1419918364,14-06-2023,P027511,Durian Wardrobes KN36,Furniture,Wardrobes,Durian,C8638725,Hubballi,Karnataka,Cash on Delivery,Delivered,3,38890,7.1,36128.81,108386.43,25139.72,447.55,4,No,5,EcomGuru Sellers,Regular,Desktop
OD9205169113,12-02-2024,P281084,Nilkamal Study HF63,Furniture,Study Tables,Nilkamal,C7481908,Visakhapatnam,Andhra Pradesh,Debit Card,Delivered,2,71123.52,27.9,51280.06,102560.12,36568.96,162.86,6,No,3,BestBuy India,Valentine's Week,Desktop
OD1116688253,23-01-2024,P433503,Biba Men's QZ66,Fashion,Men's Clothing,Biba,C1007289,Rajkot,Gujarat,Credit Card,Processing,2,7012.74,7.5,6486.78,12973.56,5884.2,24.62,3,No,,FashionHub Pro,Regular,Mobile Web
OD4620736279,07-08-2023,P142403,Xiaomi Smartphones GU68,Electronics,Smartphones,Xiaomi,C4718334,Madurai,Tamil Nadu,UPI,Returned,1,118270,1.4,116614.22,116614.22,9830.76,67.98,5,Yes,4,MegaStore Online,Regular,Desktop
OD3431999061,28-07-2025,P914739,Scholastic Children's WI95,Books,Children's,Scholastic,C0935457,Kanpur,Uttar Pradesh,Cash on Delivery,Delivered,3,390,12.8,340.08,1020.24,373.77,16.09,5,No,4,HomeEssentials India,Regular,App
OD3975407121,23-05-2025,P913130,Nilkamal Beds EZ53,Furniture,Beds,Nilkamal,C8595902,Pune,Maharashtra,UPI,Delivered,3,41150,2.1,40285.85,120857.55,39326.56,256.2,1,No,1,BharatSellers,Regular,App
OD8731986535,19-08-2024,P513944,HomeBox Bedding LI10,Home & Kitchen,Bedding,HomeBox,C6011714,Madurai,Tamil Nadu,Cash on Delivery,Delivered,1,3121.72,2.1,3056.16,3056.16,999.64,60.22,4,No,4,TrendSetters Online,Regular,App
OD9015170296,12-10-2024,P941356,Sony TV MS66,Electronics,TV & Monitors,Sony,C0536816,Mumbai,Maharashtra,Credit Card,Delivered,2,40500.91,11.6,35802.8,71605.6,10224.79,67.53,3,No,4,IndiaShop Direct,Weekend Sale,App
OD6301885976,24-03-2023,P618940,Realme Tablets CP18,Electronics,Tablets,Realme,C6236360,Kolkata,West Bengal,Debit Card,Returned,3,101804.97,14.6,86941.44,260824.32,17557.34,78.87,3,Yes,3,BharatSellers,Holi Sale,App
OD7642460904,24-10-2024,P173961,Van Heusen Ethnic GE29,Fashion,Ethnic Wear,Van Heusen,C3993069,Tiruchirappalli,Tamil Nadu,EMI,Returned,1,1090,41.5,637.65,637.65,244.45,22.85,6,Yes,2,BestBuy India,Diwali Sale,App
OD6760207198,06-07-2025,P304888,Solimo Furniture IQ30,Home & Kitchen,Furniture Accessories,Solimo,C6335422,Agra,Uttar Pradesh,UPI,Delivered,1,2856.48,8.5,2613.68,2613.68,753.75,53.59,5,No,4,PrimeDeals India,Weekend Sale,Mobile Web
OD5035226703,01-11-2024,P847203,W Men's ZR70,Fashion,Men's Clothing,W,C2310447,Amritsar,Punjab,Credit Card,Delivered,1,4320,31.1,2976.48,2976.48,879.93,18.85,6,No,5,Shopify Traders,Diwali Sale,App
OD8395877381,21-11-2023,P714645,Urban Ladder Wardrobes BX78,Furniture,Wardrobes,Urban Ladder,C0486206,Hubballi,Karnataka,EMI,Processing,2,12027.47,0.4,11979.36,23958.72,7276.79,163.66,6,No,,BestBuy India,Regular,App
OD2289181311,06-02-2025,P574120,SG Fitness QR69,Sports,Fitness Equipment,SG,C5548138,Nagpur,Maharashtra,UPI,Processing,5,1497.45,5.1,1421.08,7105.4,2320.5,85.2,5,No,,BharatSellers,Regular,App
OD8506375737,19-03-2024,P178927,Sony TV UW60,Electronics,TV & Monitors,Sony,C4337922,Chennai,Tamil Nadu,Net Banking,Delivered,3,101787.24,8.1,93542.47,280627.41,29284.11,89.56,3,No,4,QuickMart Pvt Ltd,Regular,App
OD9721715309,20-10-2024,P959560,Bajaj Furniture WE43,Home & Kitchen,Furniture Accessories,Bajaj,C2241164,Aurangabad,Maharashtra,Flipkart Pay Later,Delivered,5,10830,37.4,6779.58,33897.9,5016.3,82.35,6,No,5,HomeEssentials India,Diwali Sale,App
OD2555320602,24-08-2024,P130205,ITC Baby XE53,Grocery,Baby Care,ITC,C5363758,Mysuru,Karnataka,UPI,Delivered,2,1210,15.3,1024.87,2049.74,376.29,29.55,6,No,2,TrendSetters Online,Weekend Sale,App
OD2566810205,08-04-2024,P951877,HarperCollins Academic ID28,Books,Academic,HarperCollins,C5676632,Hubballi,Karnataka,Net Banking,Cancelled,1,1024.86,12.8,893.68,893.68,240.56,16.23,1,No,,RetailNet India,Regular,App
OD2508332789,04-04-2025,P089217,L'Oreal Haircare MQ36,Beauty,Haircare,L'Oreal,C3991483,Varanasi,Uttar Pradesh,Flipkart Pay Later,Delivered,2,2540,11.2,2255.52,4511.04,1800.64,27.63,5,No,3,EcomGuru Sellers,Regular,App
OD8461264885,05-10-2025,P058657,H&M Accessories JP19,Fashion,Accessories,H&M,C9270557,Mysuru,Karnataka,Credit Card,Delivered,4,2270,49.8,1139.54,4558.16,1576.86,65.19,5,No,5,HomeEssentials India,Big Billion Days,App
OD5331250222,04-01-2023,P091494,Boat Smartphones XW48,Electronics,Smartphones,Boat,C5953829,Jalandhar,Punjab,UPI,Delivered,1,119457.12,19.7,95924.07,95924.07,4416.07,84.77,6,No,2,HomeEssentials India,New Year Sale,Desktop
OD9255679956,01-11-2025,P707475,DSC Fitness EW35,Sports,Fitness Equipment,DSC,C3407006,Hubballi,Karnataka,UPI,Delivered,2,17190,40.2,10279.62,20559.24,3104.39,110.64,7,No,4,PrimeDeals India,Diwali Sale,App
OD9896162324,24-09-2024,P341630,Maybelline Skincare KI62,Beauty,Skincare,Maybelline,C2161266,Hyderabad,Telangana,UPI,Delivered,1,440,2.1,430.76,430.76,204.55,64.8,1,No,4,RetailNet India,Regular,App
OD0006030205,18-03-2025,P843251,Arihant Non-Fiction UX16,Books,Non-Fiction,Arihant,C6757200,Jaipur,Rajasthan,Flipkart Pay Later,Delivered,1,1290,6.3,1208.73,1208.73,301.59,11.1,5,No,1,DigitalBazaar,Regular,App
OD2653982123,16-09-2025,P660283,OnePlus Cameras QL58,Electronics,Cameras,OnePlus,C4790801,Mumbai,Maharashtra,Credit Card,Cancelled,1,116110,11.9,102292.91,102292.91,9302.82,64.12,4,No,,FashionHub Pro,Regular,Mobile Web
OD5390288739,01-08-2024,P133517,Penguin Non-Fiction ZR21,Books,Non-Fiction,Penguin,C3010036,Bengaluru,Karnataka,UPI,Delivered,3,1190,7.4,1101.94,3305.82,1034.48,23.77,4,No,2,TrendSetters Online,Regular,App
OD5813071686,23-08-2025,P837573,Nivia Fitness CR10,Sports,Fitness Equipment,Nivia,C9724121,Srinagar,J&K,EMI,Processing,4,13740,16.6,11459.16,45836.64,17296.12,145.57,6,No,,HomeEssentials India,Weekend Sale,App
OD0962904612,09-09-2023,P329203,Plum Men's TK17,Beauty,Men's Grooming,Plum,C9459237,Jalandhar,Punjab,UPI,Returned,2,6348.42,5.5,5999.26,11998.52,4590.88,36.03,5,Yes,3,MegaStore Online,Weekend Sale,App
OD1853167937,15-08-2023,P387508,Prestige Furniture VQ36,Home & Kitchen,Furniture Accessories,Prestige,C5520938,Ranchi,Jharkhand,Credit Card,Returned,1,13570,30.9,9376.87,9376.87,1527.94,74.25,3,Yes,2,QuickMart Pvt Ltd,Independence Day Sale,App
OD5825351759,25-01-2025,P940213,Xiaomi Smart CM13,Electronics,Smart Watches,Xiaomi,C5975991,Kolkata,West Bengal,EMI,Delivered,1,86357.83,18.6,70295.27,70295.27,5326,37.03,3,No,3,MegaStore Online,Republic Day Sale,Mobile Web
OD7782854121,02-10-2025,P203540,Biotique Nail CV90,Beauty,Nail Care,Biotique,C0477758,Allahabad,Uttar Pradesh,UPI,Delivered,1,120,26.6,88.08,88.08,37.75,49.65,3,No,4,ValueMart Sellers,Big Billion Days,Mobile Web
